ID;Authority;AuthorityCountry;Date;Fine;OrganizationPublished;Specific;OrganizationMatched;OrganizationCountry;OrganizationSector;OrganizationRevenue;OrganizationEmployees;OrganizationStatus;OrganizationDomestic;Articles;Type;Summary;Source
555;Dutch Supervisory Authority for Data Protection (AP);Netherlands;11.02.21;440000;OLVG;Yes;Stichting Olvg;Netherlands;Hospitals;611900000;5054;Private;Yes;Art. 32 GDPR;Insufficient technical and organisational measures to ensure information security;The Dutch DPA (AP) imposed a fine of EUR 440,000 on the Amsterdam hospital OLVG. The controller had taken insufficient measures between 2018 and 2020 to prevent access by unauthorized employees to medical records. The controller did not check adequately who had access to which file nor did the controller ensure that the computer system presented sufficient security. This resulted, among others, in working students and other employees being able to access patient files without this being necessary for their work. Besides medical records, the patient files also contained, the social security numbers, addresses and telephone numbers of the data subjects.;https://autoriteitpersoonsgegevens.nl/nl/nieuws/ziekenhuis-olvg-beboet-om-onvoldoende-beveiliging-medische-dossiers
556;Italian Data Protection Authority (Garante);Italy;14.01.21;8000;Agenzia regionale protezione ambientale Campania (ARPAC);Yes;Agenzia regionale protezione ambientale Campania (ARPAC);Italy;Politics & Government;NA;NA;Other;Yes;Art. 5 (1) f) GDPR, Art. 32 GDPR;Insufficient technical and organisational measures to ensure information security;The Italian DPA (Garante) imposed a fine of EUR 8,000 on the Regional Environmental Protection Agency of Campania (ARPAC). An external hard drive containing personal data had been stolen from the controller. Among other things, it contained copies of identity documents, tax records and payroll records. During the investigation, the DPA discovered that the hard drive had been located in a room to which all of the controller's employees had access. In addition, the controller did not back up the affected data, so it was irrevocably lost. Consequently, the DPA concluded that the controller violated the duty to implement appropriate technical and organizational measures to ensure the security of data processing.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9538748
557;Spanish Data Protection Authority (aepd);Spain;16.02.21;1000;The Washpoint S.L.;Yes;The Washpoint S.L.;Spain;Services;NA;NA;Private;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Spanish DPA (AEPD) imposed a fine of EUR 1,000 on The Washpoint S.L. for the lack of a privacy policy on its website, in violation of Art. 13 GDPR.;https://www.aepd.es/es/documento/ps-00469-2019.pdf
558;Italian Data Protection Authority (Garante);Italy;14.01.21;30000;Azienda sanitaria provinciale di Enna;Yes;Azienda Sanitaria Provinciale Di Enna;Italy;Healthcare;76100000;1500;Private;Yes;Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR;Insufficient legal basis for data processing;The Italian DPA (Garante) imposed a fine of EUR 30,000 on Azienda sanitaria provinciale di Enna. The controller processed biometric data of employees for the purpose of registering their attendance. Garante found that such processing was not proportionate and therefore constituted an unjustified infringement of the rights of the data subjects. Subsequently, Garante determined that the processing of biometric data had taken place without a legal basis.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9542071
559;Italian Data Protection Authority (Garante);Italy;27.01.21;50000;Azienda USL della Romagna;Yes;Azienda Unita' Sanitaria Locale Della Romagna;Italy;Healthcare;634700000;14407;Private;Yes;Art. 5 (1) a), d), f) GDPR, Art. 9 GDPR, Art. 32 (1) b) GDPR;Non-compliance with general data processing principles;The Italian DPA (Garante) imposed a fine of EUR 50,000 on Azienda USL della Romagna. Upon her arrival at the gynecology unit of a hospital operated by the controller (for the purpose of an abortion), a patient had explicitly asked the controller not to share her health data with third parties. She had separately left a telephone number for the purpose of being contacted. After the patient was discharged, a nurse tried to contact her in order to inform her about further therapy. However, the nurse did not use the telephone number provided by the patient  specifically for this purpose, but instead used her home telephone number, which she was able to obtain from her patient file. When her husband took the call instead of the patient, the nurse informed him about her treatment, contrary to the patients request.  Even though no further medical information was provided, it was clear from the conversation that the data subject had been admitted to this unit and was to receive further therapy.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9544504
560;Italian Data Protection Authority (Garante);Italy;27.01.21;50000;Azienda Ospedaliero Universitaria Senese;Yes;"	Azienda Ospedaliera Universitaria Senese";Italy;Hospitals;129000000;2500;Private;Yes;Art. 5 (1) f) GDPR, Art. 9 GDPR;Non-compliance with general data processing principles;The Italian DPA (Garante) fined Azienda Ospedaliero Universitaria Senese EUR 50,000. The controller, a hospital, had reported to the Italian DPA that a couple's medical report had been mistakenly sent to an uninvolved third party. The report contained information about a genetic consultation and the health status and sex life of the data subjects. The incident occurred due to an error in packaging the letter, according to a statement from the controller.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9544457
561;Italian Data Protection Authority (Garante);Italy;27.01.21;10000;Azienda Ospedaliero Universitaria di Parma;Yes;Azienda Ospedaliero-Universitaria Di Parma;Italy;Hospitals;165200000;3000;Private;Yes;Art. 5 (1) f) GDPR, Art. 9 GDPR;Non-compliance with general data processing principles;The Italian DPA (Garante) fined Azienda Ospedaliero Universitaria di Parma EUR 50,000. The controller, a hospital, had reported two data breaches to the Italian DPA in which patient data was mistakenly disclosed to third parties. In the first incident, parents found the report of a microbiological examination of another patient in the file of their minor child. The report revealed the data subjects name, tax number, address, birth date and various health data. In the second incident, the heir of a patient received the health report of another patient, which contained the name and birth date as well as data on the health status of the data subject.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9544092
562;Italian Data Protection Authority (Garante);Italy;14.01.21;2000;Poliambulatorio Talenti S.r.l.;Yes;Poliambulatorio Talenti S.r.l.;Italy;Healthcare;778959;4;Private;Yes;Art. 12 (3) GDPR, Art. 15 GDPR;Insufficient fulfilment of data subjects rights;The Italian DPA (Garante) fined Poliambulatorio Talenti S.r.l. EUR 2,000 for failing to respond to the data subject's request for access to his and his daughters' data in a timely manner.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9542096
563;Italian Data Protection Authority (Garante);Italy;14.01.21;18000;Azienda Usl di Bologna;Yes;Azienda Unita' Sanitaria Locale Di Bologna;Italy;Healthcare;554000000;8500;Private;Yes;Art. 5 (1) f) GDPR, Art. 9 GDPR;Non-compliance with general data processing principles;The Italian DPA (Garante) fined Azienda Usl di Bologna EUR 18,000. In a hospital operated by the controller, 49 patients in the oncology ward received discharge letters with detailed pharmacological therapy information that originated from other patients. Fourteen of these patients had already accessed this incorrect documentation before it was corrected. The breakdown had occurred due to a manual error by a technician.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9542155
564;Polish National Personal Data Protection Office (UODO);Poland;11.02.21;22200;Krajowa Szko?a Sadownictwa i Prokuratury;Yes;Krajowa Szkoła Sądownictwa i Prokuratury;Poland;Education;NA;NA;Other;Yes;Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 28 (3) GDPR, Art. 32 (1), (2) GDPR;Insufficient technical and organisational measures to ensure information security;The Polish DPA (UODO) fined Krajowa Szko?a Sadownictwa i Prokuratury (National School of Justice and Prosecution) EUR 22,200. UODO launched an investigation against the controller after it reported a data breach on its training platform website. During a test migration to the new platform, the data of more than 50,000 individuals had been exposed on the Internet. Among other things, this included the names, user names, postal and e-mail addresses, telephone numbers, units and departments of the data subjects. UODO found that the controller had not taken adequate technical and organizational measures to ensure the confidentiality of the data processed. In addition, the contract that the controller had concluded with the company entrusted with the processing of the data did not comply with the legal requirements. For example, the contract did not contain information about which categories of data would be processed.;https://www.uodo.gov.pl/decyzje/DKN.5130.2024.2020
565;Spanish Data Protection Authority (aepd);Spain;12.02.21;1600;Ripobruna 207, S.L.;Yes;Ripobruna 207, S.L.;Spain;Restaurants, Cafes & Bars;419996;16;Private;Yes;Art. 5 (1) c) GDPR;Non-compliance with general data processing principles;The Spanish DPA (AEPD) imposed a fine of EUR 2,000 against Ripobruna 207, S.L. (restaurant) for the unauthorized use of two video surveillance cameras that also recorded parts of the public space without any justified cause. The original fine of EUR 2,000 was reduced for immediate payment to EUR 1,600.;https://www.aepd.es/es/documento/ps-00191-2020.pdf
